match_id,queue_id,game_mode,game_type,patch,riot_id,tag_line,team_id,role,champion,win,kills,deaths,assists,cs,vision_score,wards_placed,wards_killed,gold_earned,total_damage_to_champions,game_duration_seconds
JP1_579981367,420,CLASSIC,MATCHED_GAME,16.9,RN K3NCH1,SKZ,200,UTILITY,Nami,False,0,8,8,29,74,32,4,7588,4458,1991
JP1_580006635,420,CLASSIC,MATCHED_GAME,16.9,ayakashi,ayks1,100,TOP,Malphite,False,1,3,1,216,25,10,2,8801,9035,1628
JP1_580006635,420,CLASSIC,MATCHED_GAME,16.9,kaya,108,100,JUNGLE,Jax,False,1,4,1,176,33,9,4,8742,5915,1628
JP1_580006635,420,CLASSIC,MATCHED_GAME,16.9,Natsusenatsu,0720,100,MIDDLE,Ahri,False,1,0,0,172,24,12,2,7285,16175,1628
JP1_580006635,420,CLASSIC,MATCHED_GAME,16.9,野菜の5mm角,3つ星,100,BOTTOM,Caitlyn,False,3,6,1,164,11,7,1,8488,9516,1628
JP1_580006635,420,CLASSIC,MATCHED_GAME,16.9,RN K3NCH1,SKZ,100,UTILITY,Nami,False,0,5,3,34,60,25,12,5952,4675,1628
JP1_580006635,420,CLASSIC,MATCHED_GAME,16.9,ちーたまご,2525,200,TOP,Garen,True,4,2,3,248,33,11,4,10891,13857,1628
JP1_580006635,420,CLASSIC,MATCHED_GAME,16.9,thhiro,5808,200,JUNGLE,XinZhao,True,2,3,11,198,49,17,4,10547,7946,1628
JP1_580006635,420,CLASSIC,MATCHED_GAME,16.9,painbee99,JP1,200,MIDDLE,Udyr,True,0,1,5,181,20,10,1,8057,7397,1628
JP1_580006635,420,CLASSIC,MATCHED_GAME,16.9,ワキ田des,8045,200,BOTTOM,Ashe,True,9,0,5,250,26,7,2,13960,14910,1628
JP1_580006635,420,CLASSIC,MATCHED_GAME,16.9,Farita,1216,200,UTILITY,Seraphine,True,3,0,13,20,69,21,10,7898,10998,1628
JP1_580019330,420,CLASSIC,MATCHED_GAME,16.9,hijima,1568,100,TOP,Yone,False,2,5,2,169,14,6,0,7914,16021,1327
JP1_580019330,420,CLASSIC,MATCHED_GAME,16.9,質の高い睡眠がしたい,313n,100,JUNGLE,Lillia,False,2,7,1,103,13,5,1,6620,8583,1327
JP1_580019330,420,CLASSIC,MATCHED_GAME,16.9,Thoughtseize,pay2,100,MIDDLE,Mel,False,1,6,0,188,15,6,2,7172,7848,1327
JP1_580019330,420,CLASSIC,MATCHED_GAME,16.9,hamunitora,キノコ派閥,100,BOTTOM,Kaisa,False,2,2,0,197,13,6,3,9065,7837,1327
JP1_580019330,420,CLASSIC,MATCHED_GAME,16.9,shuukitirou,3190,100,UTILITY,Thresh,False,0,2,2,25,53,17,7,4992,3871,1327
JP1_580019330,420,CLASSIC,MATCHED_GAME,16.9,Shiro54,9242,200,TOP,Illaoi,True,5,4,2,181,5,3,0,9630,17388,1327
JP1_580019330,420,CLASSIC,MATCHED_GAME,16.9,BIASTER,4628,200,JUNGLE,XinZhao,True,5,0,7,165,27,11,1,10348,9940,1327
JP1_580019330,420,CLASSIC,MATCHED_GAME,16.9,青 柑,LPL,200,MIDDLE,Lux,True,7,1,4,165,13,4,4,9783,17423,1327
JP1_580019330,420,CLASSIC,MATCHED_GAME,16.9,みるふぃーゆ,8057,200,BOTTOM,MissFortune,True,4,1,1,191,8,3,1,10183,13185,1327
JP1_580019330,420,CLASSIC,MATCHED_GAME,16.9,RN K3NCH1,SKZ,200,UTILITY,Nami,True,1,1,6,19,46,21,3,5799,3996,1327
JP1_580543013,400,CLASSIC,MATCHED_GAME,16.9,RaccoonCat,5633,100,TOP,Renekton,True,10,2,6,177,23,11,0,10422,21036,1441
JP1_580543013,400,CLASSIC,MATCHED_GAME,16.9,NdryLan,42569,100,JUNGLE,Briar,True,3,6,11,96,10,6,0,8114,14990,1441
JP1_580543013,400,CLASSIC,MATCHED_GAME,16.9,nakaostro,8081,100,MIDDLE,Akali,True,8,2,6,141,7,5,0,9082,16341,1441
JP1_580543013,400,CLASSIC,MATCHED_GAME,16.9,sakakura,4484,100,BOTTOM,Ashe,True,6,2,6,146,10,3,0,9098,15821,1441
JP1_580543013,400,CLASSIC,MATCHED_GAME,16.9,RN K3NCH1,SKZ,100,UTILITY,Nami,True,0,3,13,26,49,24,3,5864,5783,1441
JP1_580543013,400,CLASSIC,MATCHED_GAME,16.9,RIyシャーラ,タルコフ,200,TOP,Riven,False,1,9,5,111,18,7,0,6210,10497,1441
JP1_580543013,400,CLASSIC,MATCHED_GAME,16.9,初見泉,0306,200,JUNGLE,Zed,False,3,9,4,116,14,5,0,8357,9915,1441
JP1_580543013,400,CLASSIC,MATCHED_GAME,16.9,シエルテンペスト,シエル,200,MIDDLE,Ahri,False,2,3,3,149,17,10,1,7499,7728,1441
JP1_580543013,400,CLASSIC,MATCHED_GAME,16.9,rox,46498,200,BOTTOM,Yunara,False,7,4,4,169,5,3,0,10716,21328,1441
JP1_580543013,400,CLASSIC,MATCHED_GAME,16.9,ゆうたむ,tori,200,UTILITY,TahmKench,False,2,2,9,24,72,25,9,6901,9622,1441
JP1_580639352,400,CLASSIC,MATCHED_GAME,16.9,Alloy,8481,100,TOP,Trundle,True,3,16,7,231,38,19,0,17372,34764,2752
JP1_580639352,400,CLASSIC,MATCHED_GAME,16.9,ぽぽぽぽーん,0714,100,JUNGLE,Ekko,True,10,12,16,211,27,4,2,18542,39097,2752
JP1_580639352,400,CLASSIC,MATCHED_GAME,16.9,RN K3NCH1,SKZ,100,MIDDLE,Galio,True,2,6,14,236,72,27,9,14181,22056,2752
JP1_580639352,400,CLASSIC,MATCHED_GAME,16.9,monako,4193,100,BOTTOM,Kaisa,True,20,4,5,289,23,18,2,23830,46406,2752
JP1_580639352,400,CLASSIC,MATCHED_GAME,16.9,likeboys,1820,100,UTILITY,Neeko,True,1,13,15,87,143,58,12,12519,28760,2752
JP1_580639352,400,CLASSIC,MATCHED_GAME,16.9,aaaa794,bono,200,TOP,Garen,False,18,9,6,274,11,7,0,19135,65006,2752
JP1_580639352,400,CLASSIC,MATCHED_GAME,16.9,もちゃもちゃもちゃこ,0223,200,JUNGLE,Gwen,False,6,5,9,200,54,18,5,14438,26505,2752
JP1_580639352,400,CLASSIC,MATCHED_GAME,16.9,14kolo,1456,200,MIDDLE,Taliyah,False,9,5,16,341,34,7,4,18058,51724,2752
JP1_580639352,400,CLASSIC,MATCHED_GAME,16.9,Beroberous,6908,200,BOTTOM,Caitlyn,False,13,6,13,334,18,7,5,21688,63237,2752
JP1_580639352,400,CLASSIC,MATCHED_GAME,16.9,tenmiya,6103,200,UTILITY,Elise,False,5,11,17,42,183,47,23,13365,22568,2752
JP1_580651266,400,CLASSIC,MATCHED_GAME,16.9,アワビなチャレンジャー,midおせ,100,TOP,Mordekaiser,True,0,1,0,11,0,0,0,3313,858,1284
JP1_580651266,400,CLASSIC,MATCHED_GAME,16.9,renmaru,3176,100,JUNGLE,XinZhao,True,3,6,3,90,5,1,1,6495,5855,1284
JP1_580651266,400,CLASSIC,MATCHED_GAME,16.9,ミルキ流星群,Bell,100,MIDDLE,Irelia,True,13,2,3,184,6,5,0,11605,34799,1284
JP1_580651266,400,CLASSIC,MATCHED_GAME,16.9,まふてぃー,RX105,100,BOTTOM,Jinx,True,5,1,0,144,12,5,0,7987,11715,1284
JP1_580651266,400,CLASSIC,MATCHED_GAME,16.9,RN K3NCH1,SKZ,100,UTILITY,Janna,True,0,1,3,29,43,18,3,5200,3481,1284
JP1_580651266,400,CLASSIC,MATCHED_GAME,16.9,tomato,TRYG,200,TOP,Yone,False,6,6,0,126,12,6,0,8003,14606,1284
JP1_580651266,400,CLASSIC,MATCHED_GAME,16.9,Nekoponch,1469,200,JUNGLE,Naafiri,False,3,2,2,141,13,4,1,8026,8178,1284
JP1_580651266,400,CLASSIC,MATCHED_GAME,16.9,アーリOTP,54364,200,MIDDLE,Anivia,False,1,7,6,85,18,9,0,5856,6716,1284
JP1_580651266,400,CLASSIC,MATCHED_GAME,16.9,hoku0725,3816,200,BOTTOM,Swain,False,0,5,2,78,3,1,1,5255,3251,1284
JP1_580651266,400,CLASSIC,MATCHED_GAME,16.9,井上トロ,6743,200,UTILITY,Zyra,False,1,1,2,41,20,8,3,5102,3758,1284
JP1_580656938,400,CLASSIC,MATCHED_GAME,16.9,Shoxstar,7777,100,TOP,Aatrox,False,0,0,0,0,0,0,0,545,122,87
JP1_580656938,400,CLASSIC,MATCHED_GAME,16.9,猫不味い,0105,100,JUNGLE,Shaco,False,0,0,0,4,0,1,0,625,0,87
JP1_580656938,400,CLASSIC,MATCHED_GAME,16.9,六根清浄,8129,100,MIDDLE,Yasuo,False,0,0,0,5,0,0,0,633,0,87
JP1_580656938,400,CLASSIC,MATCHED_GAME,16.9,キュイ,2309,100,BOTTOM,Pantheon,False,0,0,0,0,0,0,0,545,0,87
JP1_580656938,400,CLASSIC,MATCHED_GAME,16.9,許してクレメンス,orz,100,UTILITY,Blitzcrank,False,0,0,0,0,0,0,0,552,0,87
JP1_580656938,400,CLASSIC,MATCHED_GAME,16.9,超アンドリュー,YTTTV,200,TOP,Riven,True,0,0,0,4,0,0,0,613,345,87
JP1_580656938,400,CLASSIC,MATCHED_GAME,16.9,KaniO,448,200,JUNGLE,Kindred,True,0,0,0,4,0,0,0,620,153,87
JP1_580656938,400,CLASSIC,MATCHED_GAME,16.9,36Theo,3675,200,MIDDLE,Vex,True,0,0,0,4,0,1,0,619,41,87
JP1_580656938,400,CLASSIC,MATCHED_GAME,16.9,たきやま,2699,200,BOTTOM,Jhin,True,0,0,0,4,0,1,0,619,0,87
JP1_580656938,400,CLASSIC,MATCHED_GAME,16.9,RN K3NCH1,SKZ,200,UTILITY,Janna,True,0,0,0,1,0,1,0,567,0,87
JP1_580657909,420,CLASSIC,MATCHED_GAME,16.9,フィリピン人の嫁,コニチハ,100,TOP,Soraka,True,3,5,10,199,20,8,2,12735,23381,2052
JP1_580657909,420,CLASSIC,MATCHED_GAME,16.9,Nero0o0o,6617,100,JUNGLE,Nocturne,True,8,3,7,241,38,13,3,15021,29377,2052
JP1_580657909,420,CLASSIC,MATCHED_GAME,16.9,法王サリヴァーン,7JBZ,100,MIDDLE,Orianna,True,15,5,3,289,24,11,3,17424,52214,2052
JP1_580657909,420,CLASSIC,MATCHED_GAME,16.9,jinkimchi,JP1,100,BOTTOM,Varus,True,3,4,7,276,30,11,5,14678,20825,2052
JP1_580657909,420,CLASSIC,MATCHED_GAME,16.9,xx7,color,100,UTILITY,Maokai,True,1,2,6,23,89,33,11,8824,15417,2052
JP1_580657909,420,CLASSIC,MATCHED_GAME,16.9,ワークライフバランス重視,apta,200,TOP,Sett,False,5,8,1,184,39,13,2,11964,30399,2052
JP1_580657909,420,CLASSIC,MATCHED_GAME,16.9,nniirr,2005,200,JUNGLE,Naafiri,False,3,4,8,216,51,9,8,13013,21944,2052
JP1_580657909,420,CLASSIC,MATCHED_GAME,16.9,最高のヨネをあなたに,別鯖警察,200,MIDDLE,Yone,False,6,10,5,243,28,10,4,13865,19103,2052
JP1_580657909,420,CLASSIC,MATCHED_GAME,16.9,IZUUUUUUUUUUU,エンネア,200,BOTTOM,Zeri,False,5,4,3,256,3,3,0,15862,15614,2052
JP1_580657909,420,CLASSIC,MATCHED_GAME,16.9,RN K3NCH1,SKZ,200,UTILITY,Nami,False,0,4,7,32,90,37,9,8427,5422,2052
JP1_580666865,420,CLASSIC,MATCHED_GAME,16.9,goodknight,2368,100,TOP,Ornn,True,1,1,9,187,20,7,3,11795,13359,1793
JP1_580666865,420,CLASSIC,MATCHED_GAME,16.9,ここあさま,99999,100,JUNGLE,Zyra,True,5,0,11,274,31,1,8,14113,17121,1793
JP1_580666865,420,CLASSIC,MATCHED_GAME,16.9,Hamsho,0126,100,MIDDLE,Aurora,True,9,2,6,207,22,11,1,12010,24521,1793
JP1_580666865,420,CLASSIC,MATCHED_GAME,16.9,完熟トマトの林,JP1,100,BOTTOM,Ashe,True,6,0,14,205,13,9,0,12963,29209,1793
JP1_580666865,420,CLASSIC,MATCHED_GAME,16.9,tempest,084,100,UTILITY,Swain,True,9,0,8,28,89,26,9,10257,16508,1793
JP1_580666865,420,CLASSIC,MATCHED_GAME,16.9,うなっし,1019,200,TOP,Yorick,False,1,6,0,159,22,13,0,8110,12907,1793
JP1_580666865,420,CLASSIC,MATCHED_GAME,16.9,萌神伝説,ぷにっと,200,JUNGLE,Belveth,False,0,5,1,213,34,6,4,10011,8657,1793
JP1_580666865,420,CLASSIC,MATCHED_GAME,16.9,Angel Dreamer,1123,200,MIDDLE,Hwei,False,1,8,1,193,18,7,1,8865,32951,1793
JP1_580666865,420,CLASSIC,MATCHED_GAME,16.9,創価学会男子部,1115,200,BOTTOM,Ezreal,False,1,4,0,202,3,2,0,9461,14783,1793
JP1_580666865,420,CLASSIC,MATCHED_GAME,16.9,RN K3NCH1,SKZ,200,UTILITY,Nami,False,0,7,1,26,76,37,7,6362,4708,1793
JP1_580744748,400,CLASSIC,MATCHED_GAME,16.9,gokki,9227,100,TOP,Gwen,True,4,3,2,160,13,5,0,10816,19362,1722
JP1_580744748,400,CLASSIC,MATCHED_GAME,16.9,Sayonara lullaby,play,100,JUNGLE,Ambessa,True,3,1,1,196,46,17,4,10643,7480,1722
JP1_580744748,400,CLASSIC,MATCHED_GAME,16.9,豆もやしナムル,1122,100,MIDDLE,Naafiri,True,7,5,3,148,26,11,0,10900,22164,1722
JP1_580744748,400,CLASSIC,MATCHED_GAME,16.9,豆もやしナムル,きくらげ,100,BOTTOM,Ashe,True,18,3,7,186,20,10,0,16686,40509,1722
JP1_580744748,400,CLASSIC,MATCHED_GAME,16.9,RN K3NCH1,SKZ,100,UTILITY,Nami,True,3,3,20,22,60,25,2,9658,10329,1722
JP1_580744748,400,CLASSIC,MATCHED_GAME,16.9,ぼたもち,oo999,200,TOP,Yorick,False,3,7,1,182,18,7,0,10619,20055,1722
JP1_580744748,400,CLASSIC,MATCHED_GAME,16.9,Chebu,0305,200,JUNGLE,Briar,False,3,5,4,169,23,10,2,10938,17356,1722
JP1_580744748,400,CLASSIC,MATCHED_GAME,16.9,rai,2970,200,MIDDLE,Zed,False,4,8,2,151,14,3,3,10520,14622,1722
JP1_580744748,400,CLASSIC,MATCHED_GAME,16.9,こーら,ぼなぺてぃ,200,BOTTOM,Caitlyn,False,3,7,4,215,10,4,2,11551,14257,1722
JP1_580744748,400,CLASSIC,MATCHED_GAME,16.9,Yafuuuuu,5693,200,UTILITY,Leona,False,1,9,4,37,25,11,1,7378,4780,1722
JP1_580756373,400,CLASSIC,MATCHED_GAME,16.9,kanato,8189,100,TOP,Mordekaiser,True,30,2,11,186,35,14,0,20226,73716,2124
JP1_580756373,400,CLASSIC,MATCHED_GAME,16.9,Ｏｚａｗａ,8888,100,JUNGLE,XinZhao,True,3,2,11,212,13,0,3,12688,9135,2124
JP1_580756373,400,CLASSIC,MATCHED_GAME,16.9,sui31n,nemke,100,MIDDLE,Ahri,True,7,5,8,155,28,10,2,12403,17719,2124
JP1_580756373,400,CLASSIC,MATCHED_GAME,16.9,yukke,9004,100,BOTTOM,Caitlyn,True,4,5,7,169,7,4,1,12039,19194,2124
JP1_580756373,400,CLASSIC,MATCHED_GAME,16.9,RN K3NCH1,SKZ,100,UTILITY,Milio,True,3,1,19,32,81,32,4,10776,9217,2124
JP1_580756373,400,CLASSIC,MATCHED_GAME,16.9,deltax,3821,200,TOP,Darius,False,5,16,0,159,9,2,1,11310,14973,2124
JP1_580756373,400,CLASSIC,MATCHED_GAME,16.9,PlusUltra,saki,200,JUNGLE,Shyvana,False,2,11,5,127,29,13,1,10362,15063,2124
JP1_580756373,400,CLASSIC,MATCHED_GAME,16.9,Undertaker,チェルシー,200,MIDDLE,Veigar,False,5,9,2,113,20,11,2,11081,23967,2124
JP1_580756373,400,CLASSIC,MATCHED_GAME,16.9,ひつじのあーしぇ,0079,200,BOTTOM,Jinx,False,2,6,0,186,4,2,0,13035,15352,2124
JP1_580756373,400,CLASSIC,MATCHED_GAME,16.9,FUBUKl,2265,200,UTILITY,Poppy,False,1,5,3,26,96,30,12,9120,8556,2124
JP1_580765194,400,CLASSIC,MATCHED_GAME,16.9,FUBUKl,2265,100,TOP,Warwick,True,1,0,1,0,0,0,0,874,489,77
JP1_580765194,400,CLASSIC,MATCHED_GAME,16.9,Aprirst,3011,100,JUNGLE,Briar,True,0,0,2,0,0,0,0,818,791,77
JP1_580765194,400,CLASSIC,MATCHED_GAME,16.9,alphaz,7219,100,MIDDLE,Akali,True,1,0,0,3,0,0,0,978,214,77
JP1_580765194,400,CLASSIC,MATCHED_GAME,16.9,Rythmix,17000,100,BOTTOM,Ezreal,True,0,0,0,4,0,1,0,598,0,77
JP1_580765194,400,CLASSIC,MATCHED_GAME,16.9,RN K3NCH1,SKZ,100,UTILITY,Milio,True,0,0,0,1,0,1,0,543,0,77
JP1_580765194,400,CLASSIC,MATCHED_GAME,16.9,toka,5160,200,TOP,Garen,False,0,1,0,0,0,0,0,524,67,77
JP1_580765194,400,CLASSIC,MATCHED_GAME,16.9,こいつは弾を通さない,YoBro,200,JUNGLE,XinZhao,False,0,1,0,0,0,1,0,524,0,77
JP1_580765194,400,CLASSIC,MATCHED_GAME,16.9,井上ケビン,1009,200,MIDDLE,Viktor,False,0,0,0,1,0,1,0,544,86,77
JP1_580765194,400,CLASSIC,MATCHED_GAME,16.9,masatamu,5059,200,BOTTOM,Ashe,False,0,0,0,0,0,0,0,524,0,77
JP1_580765194,400,CLASSIC,MATCHED_GAME,16.9,家系アーメン固め濃いめ多め,0417,200,UTILITY,Seraphine,False,0,0,0,0,0,0,0,528,0,77
JP1_580766692,400,CLASSIC,MATCHED_GAME,16.9,FUBUKl,2265,100,TOP,Warwick,True,7,0,6,222,33,11,2,13321,34740,1841
JP1_580766692,400,CLASSIC,MATCHED_GAME,16.9,チカのチカによるチカのためのチカ,123,100,JUNGLE,Shyvana,True,8,3,6,189,52,13,6,12620,17015,1841
JP1_580766692,400,CLASSIC,MATCHED_GAME,16.9,mirai,6038,100,MIDDLE,Ahri,True,7,2,4,183,17,10,2,13445,26378,1841
JP1_580766692,400,CLASSIC,MATCHED_GAME,16.9,Ruby10,0126,100,BOTTOM,Jinx,True,4,3,4,231,17,7,4,13574,22779,1841
JP1_580766692,400,CLASSIC,MATCHED_GAME,16.9,ぬいぐるみ愛好家,0000,100,UTILITY,Lulu,True,0,2,6,25,58,25,4,7282,4092,1841
JP1_580766692,400,CLASSIC,MATCHED_GAME,16.9,Tegaso,4938,200,TOP,Mordekaiser,False,0,6,2,172,19,8,1,8014,26914,1841
JP1_580766692,400,CLASSIC,MATCHED_GAME,16.9,Rex,243,200,JUNGLE,XinZhao,False,2,9,2,138,22,8,4,8690,10577,1841
JP1_580766692,400,CLASSIC,MATCHED_GAME,16.9,alphaz,7219,200,MIDDLE,Akali,False,5,7,0,136,38,15,1,9580,13878,1841
JP1_580766692,400,CLASSIC,MATCHED_GAME,16.9,ROSS,2299,200,BOTTOM,Ashe,False,2,1,4,167,15,4,5,9763,18747,1841
JP1_580766692,400,CLASSIC,MATCHED_GAME,16.9,RN K3NCH1,SKZ,200,UTILITY,Milio,False,1,3,6,36,80,32,4,7379,5284,1841
JP1_580843375,400,CLASSIC,MATCHED_GAME,16.9,gomafuarasagashi,4446,100,TOP,Gwen,False,0,12,6,70,1,1,0,6999,4171,2021
JP1_580843375,400,CLASSIC,MATCHED_GAME,16.9,ぽよまる,ｋｊｋ,100,JUNGLE,Warwick,False,10,5,3,191,15,6,0,15160,29464,2021
JP1_580843375,400,CLASSIC,MATCHED_GAME,16.9,Rererenore,JP1,100,MIDDLE,FiddleSticks,False,6,12,3,128,19,0,0,9972,51555,2021
