match_id,date,queue_id,game_mode,game_type,patch,role,champion,win,kills,deaths,assists,team_kills,team_deaths,team_assists,cs,cs_per_min,vision_score,vision_score_per_min,wards_placed,wards_killed,control_wards_bought,gold_earned,total_damage_to_champions,game_duration_seconds,game_duration_min,combat_events,all_fights,my_fights,fight_wins,fight_evens,fight_losses,survived_fights,died_fights,solo_fights,small_fights,skirmishes,teamfights,early_fights,mid_fights,late_fights,objective_before_gain,objective_before_loss,objective_during_gain,objective_during_loss,objective_after_gain,objective_after_loss
JP1_560998137,2026-01-25 22:28:25,400,CLASSIC,MATCHED_GAME,16.2.740.1491,UTILITY,Leona,False,1,12,2,9,34,5,14,0.69,23,1.13,12,1,4,4891,5108,1216,20.27,15,18,10,1,0,9,0,10,0,4,4,2,6,4,0,0,1,0,3,0,4
JP1_560983484,2026-01-25 21:42:03,400,CLASSIC,MATCHED_GAME,16.2.740.1491,UTILITY,Seraphine,False,4,12,19,36,43,73,50,1.19,97,2.31,42,8,5,12142,11465,2517,41.95,35,26,16,5,3,8,4,12,0,2,8,6,3,6,7,2,1,0,3,0,2
JP1_560953161,2026-01-25 19:38:23,400,CLASSIC,MATCHED_GAME,16.2.740.1491,UTILITY,Nami,True,0,3,2,17,9,5,21,1.21,19,1.1,14,0,2,4188,2704,1038,17.3,5,20,4,1,1,2,1,3,0,4,0,0,2,2,0,1,0,0,0,0,1
JP1_560945235,2026-01-25 18:56:35,400,CLASSIC,MATCHED_GAME,16.2.740.1491,UTILITY,Braum,False,0,12,6,20,34,29,28,0.76,76,2.07,33,5,5,8195,7367,2207,36.78,18,30,13,1,4,8,1,12,0,5,3,5,3,4,6,2,2,1,3,0,4
JP1_560937860,2026-01-25 18:29:19,400,CLASSIC,MATCHED_GAME,16.2.740.1491,UTILITY,Braum,False,1,10,2,10,36,6,30,1.37,36,1.65,17,3,1,5922,3611,1312,21.87,13,28,11,1,0,10,1,10,0,7,3,1,6,5,0,1,1,0,0,0,1
JP1_560924039,2026-01-25 17:14:05,400,CLASSIC,MATCHED_GAME,16.2.740.1491,UTILITY,Braum,False,1,3,5,15,21,16,33,1.25,51,1.94,24,2,3,6527,6373,1581,26.35,9,28,7,3,0,4,4,3,0,2,4,1,2,4,1,2,0,0,1,1,0
JP1_560573025,2026-01-24 02:47:24,400,CLASSIC,MATCHED_GAME,16.2.740.1491,UTILITY,Seraphine,False,0,7,1,14,27,8,52,1.7,61,1.99,22,8,4,6907,9593,1839,30.65,8,23,6,0,0,6,0,6,0,1,2,3,1,3,2,0,2,0,1,0,3
JP1_560564814,2026-01-24 02:12:26,400,CLASSIC,MATCHED_GAME,16.2.740.1491,UTILITY,Seraphine,False,1,9,5,15,38,14,35,1.26,42,1.51,25,0,3,6782,11165,1668,27.8,15,25,11,1,2,8,2,9,1,4,3,3,1,8,2,1,4,1,0,0,4
JP1_560555990,2026-01-24 01:33:34,400,CLASSIC,MATCHED_GAME,16.2.740.1491,UTILITY,Morgana,False,3,11,3,16,43,23,49,1.59,54,1.75,24,3,5,8464,13370,1851,30.85,17,29,14,2,2,10,3,11,0,6,3,5,5,5,4,1,4,0,2,1,5
JP1_560549085,2026-01-24 01:00:39,400,CLASSIC,MATCHED_GAME,16.2.740.1491,UTILITY,Braum,False,1,13,3,14,38,15,31,1.08,38,1.32,20,2,3,6610,3352,1724,28.73,17,31,13,0,2,11,0,13,1,6,4,2,5,6,2,0,2,0,1,0,6
JP1_560535317,2026-01-24 00:19:07,400,CLASSIC,MATCHED_GAME,16.2.740.1491,UTILITY,Janna,True,0,4,17,24,14,51,31,0.96,78,2.42,31,7,2,8468,5250,1935,32.25,21,21,9,7,1,1,5,4,0,3,4,2,2,4,3,0,0,2,1,4,0
JP1_560528224,2026-01-23 23:52:33,400,CLASSIC,MATCHED_GAME,16.2.740.1491,UTILITY,Braum,True,2,2,7,24,4,20,21,1.09,29,1.5,17,1,3,5497,6237,1159,19.32,11,18,7,5,0,2,5,2,0,4,3,0,3,4,0,1,0,1,0,2,0
JP1_560516506,2026-01-23 23:19:19,400,CLASSIC,MATCHED_GAME,16.2.740.1491,UTILITY,Janna,False,2,5,7,21,31,21,38,1.4,56,2.06,22,4,6,7286,6948,1631,27.18,14,31,10,5,2,3,5,5,0,5,2,3,5,4,1,1,2,0,1,2,1
JP1_560501908,2026-01-23 22:36:59,400,CLASSIC,MATCHED_GAME,16.2.740.1491,MIDDLE,Galio,False,0,9,15,21,28,51,146,4.21,38,1.1,17,2,4,8828,12061,2079,34.65,24,31,17,8,0,9,8,9,3,3,9,2,4,7,6,2,4,0,0,1,1
JP1_560365124,2026-01-23 03:01:58,420,CLASSIC,MATCHED_GAME,16.2.738.9684,UTILITY,Braum,False,0,2,2,4,24,5,31,1.24,50,1.99,22,3,5,5616,2872,1505,25.08,4,19,4,1,1,2,2,2,0,3,1,0,2,2,0,0,2,0,0,0,1
JP1_560359757,2026-01-23 02:25:41,420,CLASSIC,MATCHED_GAME,16.2.738.9684,UTILITY,Janna,False,2,5,3,9,23,11,23,0.95,57,2.37,24,6,3,6193,3903,1446,24.1,10,15,6,0,2,4,1,5,0,1,4,1,4,2,0,0,2,0,1,0,2
JP1_560340242,2026-01-23 00:32:45,400,CLASSIC,MATCHED_GAME,16.2.738.9684,UTILITY,Braum,False,2,8,5,19,30,19,30,1.08,52,1.88,24,2,2,7409,7278,1664,27.73,15,28,11,2,2,7,3,8,0,1,6,4,2,7,2,1,1,2,1,0,5
JP1_560329757,2026-01-22 23:54:46,400,CLASSIC,MATCHED_GAME,16.2.738.9684,UTILITY,Janna,True,1,7,18,30,29,54,30,0.93,87,2.7,32,10,2,9563,5458,1930,32.17,26,24,11,6,0,5,4,7,0,2,4,5,5,4,2,2,1,1,0,3,1
JP1_560317814,2026-01-22 23:17:42,400,CLASSIC,MATCHED_GAME,16.2.738.9684,UTILITY,Seraphine,False,2,8,5,26,34,16,67,2.01,65,1.95,27,5,4,9142,6847,1999,33.32,15,36,12,1,5,6,4,8,3,4,3,2,4,2,6,2,1,1,0,1,1
JP1_560144722,2026-01-22 01:10:08,400,CLASSIC,MATCHED_GAME,16.1.737.4870,UTILITY,Janna,False,1,7,1,14,43,14,47,1.39,64,1.9,25,5,3,8497,3933,2025,33.75,9,26,7,0,1,6,0,7,0,1,1,5,0,3,4,1,3,0,2,1,2
JP1_559929645,2026-01-21 00:27:51,420,CLASSIC,MATCHED_GAME,16.1.737.4870,UTILITY,Braum,False,0,8,4,17,26,27,44,0.98,85,1.9,33,8,4,9346,5291,2682,44.7,12,20,8,1,0,7,0,8,0,2,2,4,0,4,4,2,1,0,1,0,2
JP1_559913431,2026-01-20 23:25:34,420,CLASSIC,MATCHED_GAME,16.1.737.4870,UTILITY,Braum,True,0,6,15,39,33,51,29,0.92,63,1.99,25,4,3,7870,5311,1898,31.63,21,31,12,5,2,5,6,6,0,4,6,2,2,8,2,4,1,1,0,5,0
JP1_559904291,2026-01-20 22:56:13,400,CLASSIC,MATCHED_GAME,16.1.737.4870,UTILITY,Morgana,False,0,8,3,12,32,11,38,1.57,31,1.28,14,1,2,5984,10520,1456,24.27,11,22,8,1,0,7,1,7,0,4,0,4,3,5,0,1,1,0,2,0,0
JP1_559555065,2026-01-19 01:59:11,400,CLASSIC,MATCHED_GAME,16.1.737.4870,UTILITY,Braum,True,2,8,15,24,27,55,46,1.13,63,1.55,26,5,2,12031,12947,2441,40.68,25,21,12,4,2,6,4,8,0,4,2,6,3,4,5,1,3,0,1,4,1
JP1_559306602,2026-01-18 03:05:32,400,CLASSIC,MATCHED_GAME,16.1.737.4870,UTILITY,Braum,True,0,1,2,25,5,15,34,1.41,49,2.03,26,4,2,6112,2083,1449,24.15,3,22,2,2,0,0,1,1,0,0,1,1,0,2,0,1,0,1,0,0,0
JP1_559299127,2026-01-18 02:19:17,400,CLASSIC,MATCHED_GAME,16.1.737.4870,UTILITY,Seraphine,True,2,10,16,46,29,57,80,2.18,73,1.99,28,3,0,11430,19999,2200,36.67,28,36,17,9,3,5,7,10,0,4,11,2,3,8,6,3,1,0,0,3,1
JP1_559294070,2026-01-18 01:58:17,400,CLASSIC,MATCHED_GAME,16.1.737.4870,UTILITY,Seraphine,True,3,0,2,21,4,15,17,1.02,20,1.2,13,0,0,4870,5369,1004,16.73,5,19,4,3,1,0,4,0,1,1,2,0,3,1,0,0,0,0,0,1,0
JP1_559283591,2026-01-18 01:18:29,400,CLASSIC,MATCHED_GAME,16.1.737.4870,UTILITY,Seraphine,False,3,13,7,12,50,20,80,2.21,49,1.36,23,5,0,10112,14973,2168,36.13,23,25,14,0,1,13,1,13,0,3,6,5,3,6,5,1,1,0,5,0,3
JP1_559272336,2026-01-18 00:38:58,400,CLASSIC,MATCHED_GAME,16.1.737.4870,UTILITY,Seraphine,True,2,5,13,30,23,42,62,1.94,51,1.59,22,6,0,8842,19370,1919,31.98,20,28,12,6,1,5,7,5,0,4,4,4,2,7,3,1,3,2,0,2,0
JP1_559170201,2026-01-17 18:46:30,420,CLASSIC,MATCHED_GAME,16.1.737.4870,UTILITY,Janna,False,0,9,9,20,42,31,22,0.89,36,1.46,18,0,2,5865,3253,1478,24.63,18,27,9,2,1,6,0,9,1,1,4,3,3,6,0,0,3,0,3,0,1
JP1_559041013,2026-01-17 02:21:36,400,CLASSIC,MATCHED_GAME,16.1.737.4870,UTILITY,Braum,False,0,0,0,0,0,0,2,0.59,1,0.3,1,0,0,896,144,202,3.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JP1_559031651,2026-01-17 01:51:05,400,CLASSIC,MATCHED_GAME,16.1.737.4870,MIDDLE,AurelionSol,False,0,9,1,6,30,7,107,4.22,13,0.51,8,0,1,5751,7449,1523,25.38,10,21,9,0,0,9,0,9,3,2,2,2,4,5,0,0,1,0,0,0,4
JP1_559022805,2026-01-17 01:18:22,400,CLASSIC,MATCHED_GAME,16.1.737.4870,MIDDLE,Morgana,False,1,9,1,15,37,8,112,4.15,26,0.96,12,1,2,6539,9829,1621,27.02,11,28,11,2,0,9,2,9,3,3,2,3,4,6,1,0,1,0,0,0,4
JP1_558820492,2026-01-16 01:41:15,400,CLASSIC,MATCHED_GAME,16.1.737.4870,UTILITY,Janna,False,2,4,0,6,24,3,24,1.42,26,1.54,12,2,2,4239,3993,1011,16.85,6,21,4,1,0,3,0,4,0,0,4,0,2,2,0,0,1,0,1,0,0
JP1_558815171,2026-01-16 01:05:38,400,CLASSIC,MATCHED_GAME,16.1.737.4870,UTILITY,Seraphine,False,1,6,0,15,37,9,51,1.68,42,1.39,18,5,2,7107,10462,1819,30.32,7,25,7,0,1,6,1,6,0,1,3,3,1,3,3,0,0,0,1,0,2
JP1_558410103,2026-01-14 00:57:21,400,CLASSIC,MATCHED_GAME,16.1.737.4870,UTILITY,Seraphine,False,2,15,6,18,40,30,45,1.45,46,1.48,20,2,2,8480,11486,1867,31.12,23,24,16,2,1,13,2,14,1,7,4,4,6,7,3,1,1,0,0,1,2
JP1_558400880,2026-01-14 00:19:49,400,CLASSIC,MATCHED_GAME,16.1.737.4870,UTILITY,Leona,True,4,5,14,31,15,46,43,1.31,51,1.56,22,4,0,10349,13552,1967,32.78,23,25,15,10,1,4,10,5,0,7,4,4,7,4,4,0,1,2,0,6,0
JP1_558394454,2026-01-13 23:53:29,400,CLASSIC,MATCHED_GAME,16.1.737.4870,UTILITY,Morgana,False,2,9,1,8,29,3,21,1.09,25,1.3,13,2,2,5548,8772,1151,19.18,12,26,11,1,1,9,2,9,1,8,2,0,7,4,0,0,2,0,0,1,1
JP1_558223025,2026-01-13 02:23:29,400,CLASSIC,MATCHED_GAME,16.1.737.4870,UTILITY,Seraphine,True,2,5,12,33,20,43,50,1.96,41,1.61,16,1,2,8077,10069,1527,25.45,19,21,7,3,1,3,2,5,0,1,1,5,2,5,0,4,0,3,0,2,0
JP1_558214951,2026-01-13 01:42:12,400,CLASSIC,MATCHED_GAME,16.1.737.4870,JUNGLE,Gwen,False,3,7,2,11,25,16,203,5.48,45,1.22,4,12,4,12869,14762,2222,37.03,12,29,11,3,1,7,4,7,1,7,2,1,2,4,5,2,2,0,0,0,3
JP1_558212307,2026-01-13 01:17:01,400,CLASSIC,MATCHED_GAME,16.1.737.4870,MIDDLE,Seraphine,False,3,7,0,8,23,6,64,2.97,19,0.88,8,2,2,5199,9813,1294,21.57,10,18,7,0,1,6,0,7,3,0,4,0,3,4,0,0,1,0,0,0,1
JP1_558205061,2026-01-13 00:43:11,400,CLASSIC,MATCHED_GAME,16.1.737.4870,JUNGLE,Kindred,False,0,7,0,4,34,4,151,5.86,22,0.85,5,5,0,7682,2154,1547,25.78,7,25,7,0,0,7,0,7,1,1,4,1,3,4,0,0,2,0,1,0,3
JP1_558085150,2026-01-12 17:24:44,400,CLASSIC,MATCHED_GAME,16.1.737.4870,UTILITY,Morgana,False,1,9,10,24,41,34,72,2.12,68,2.0,27,6,2,9877,20439,2037,33.95,20,32,13,4,2,7,4,9,0,7,4,2,4,5,4,2,3,0,0,0,3
JP1_557975900,2026-01-12 03:12:16,400,CLASSIC,MATCHED_GAME,16.1.737.4870,UTILITY,Morgana,True,2,5,9,25,16,28,49,1.84,50,1.88,22,3,3,7970,13940,1600,26.67,16,21,12,10,0,2,7,5,1,7,1,3,3,8,1,2,1,0,0,2,0
JP1_557700140,2026-01-11 02:54:03,400,CLASSIC,MATCHED_GAME,16.1.737.4870,UTILITY,Seraphine,False,2,7,1,6,34,7,30,1.23,25,1.02,13,0,2,6175,9044,1466,24.43,10,23,9,1,1,7,2,7,1,4,2,2,4,5,0,0,0,0,2,0,5
JP1_557691355,2026-01-11 02:14:56,400,CLASSIC,MATCHED_GAME,16.1.737.4870,UTILITY,Seraphine,False,0,6,1,5,26,4,39,1.85,31,1.47,14,4,2,5343,7227,1264,21.07,7,20,7,0,1,6,1,6,0,3,3,1,3,4,0,1,0,0,0,0,1
JP1_557674960,2026-01-11 01:17:21,400,CLASSIC,MATCHED_GAME,16.1.737.4870,UTILITY,Janna,False,2,11,8,27,49,31,35,1.28,35,1.28,15,1,2,7477,7280,1643,27.38,21,35,15,4,2,9,4,11,0,8,3,4,5,9,1,1,2,0,2,1,3
JP1_557658703,2026-01-11 00:22:11,400,CLASSIC,MATCHED_GAME,16.1.737.4870,UTILITY,Seraphine,True,3,9,12,35,26,48,51,1.6,58,1.82,24,4,2,9900,16235,1911,31.85,24,29,14,6,1,7,5,9,1,6,3,4,4,6,4,4,1,0,0,5,1
JP1_557642734,2026-01-10 23:38:24,400,CLASSIC,MATCHED_GAME,16.1.737.4870,UTILITY,Rakan,False,0,7,4,6,20,7,32,1.52,36,1.71,20,1,1,5077,2751,1263,21.05,11,18,8,1,1,6,1,7,0,5,3,0,4,4,0,0,2,0,0,1,1
JP1_557430876,2026-01-10 02:54:19,400,CLASSIC,MATCHED_GAME,16.1.737.1049,UTILITY,Seraphine,False,3,9,5,15,28,12,48,1.67,44,1.53,19,1,2,8306,15551,1725,28.75,17,28,14,5,0,9,5,9,1,8,5,0,5,7,2,0,2,0,1,1,6
JP1_557419532,2026-01-10 02:00:16,400,CLASSIC,MATCHED_GAME,16.1.737.1049,UTILITY,Morgana,False,3,7,7,16,32,22,64,1.91,52,1.55,24,3,2,10110,16070,2012,33.53,17,27,12,6,0,6,5,7,0,4,6,2,2,4,6,1,3,0,1,0,5
JP1_557375160,2026-01-09 23:36:27,400,CLASSIC,MATCHED_GAME,16.1.737.1049,UTILITY,Seraphine,True,1,4,7,37,12,26,42,1.77,39,1.64,19,3,1,6693,9768,1426,23.77,12,25,9,6,0,3,5,4,0,3,4,2,4,5,0,1,0,1,0,3,0
