match_id,queue_id,game_mode,game_type,patch,riot_id,tag_line,team_id,role,champion,win,kills,deaths,assists,cs,vision_score,wards_placed,wards_killed,gold_earned,total_damage_to_champions,game_duration_seconds
JP1_562201894,400,CLASSIC,MATCHED_GAME,16.2,kairi,8810,200,MIDDLE,Leblanc,False,1,1,0,9,2,1,0,1339,1356,201
JP1_562201894,400,CLASSIC,MATCHED_GAME,16.2,にわとり,trnk,200,BOTTOM,Ashe,False,0,0,0,11,1,1,0,983,62,201
JP1_562201894,400,CLASSIC,MATCHED_GAME,16.2,キメラウサギ推し,0704,200,,Morgana,False,0,0,0,0,0,0,0,818,0,201
JP1_562206272,400,CLASSIC,MATCHED_GAME,16.2,mu6ev,7345,100,TOP,Vladimir,False,6,5,1,205,15,6,0,10961,17770,1709
JP1_562206272,400,CLASSIC,MATCHED_GAME,16.2,ひだりんv,88220,100,JUNGLE,Lillia,False,2,6,1,159,18,7,2,8462,6547,1709
JP1_562206272,400,CLASSIC,MATCHED_GAME,16.2,ふろらんたん,17543,100,MIDDLE,Aurora,False,3,8,6,105,17,9,0,7751,17796,1709
JP1_562206272,400,CLASSIC,MATCHED_GAME,16.2,Sum,XPG2,100,BOTTOM,MissFortune,False,4,7,4,160,0,0,0,11544,15130,1709
JP1_562206272,400,CLASSIC,MATCHED_GAME,16.2,Kishi0124,JP1,100,UTILITY,Leona,False,0,10,2,23,32,14,0,6055,6025,1709
JP1_562206272,400,CLASSIC,MATCHED_GAME,16.2,ボクシダイaim,7883,200,TOP,Yorick,True,0,4,3,134,10,4,0,7884,8524,1709
JP1_562206272,400,CLASSIC,MATCHED_GAME,16.2,azumzmzm,0122,200,JUNGLE,Briar,True,5,5,3,166,6,0,0,10608,8127,1709
JP1_562206272,400,CLASSIC,MATCHED_GAME,16.2,Hin4,Bon,200,MIDDLE,Diana,True,9,6,8,168,23,14,1,13697,33315,1709
JP1_562206272,400,CLASSIC,MATCHED_GAME,16.2,ASUPAraguS,2580,200,BOTTOM,Yunara,True,19,0,7,217,17,10,0,17172,49244,1709
JP1_562206272,400,CLASSIC,MATCHED_GAME,16.2,RN K3NCH1,SKZ,200,UTILITY,Janna,True,3,2,18,33,67,29,3,9387,7348,1709
JP1_562219273,420,CLASSIC,MATCHED_GAME,16.2,しんちゃん66Twitch,6608,100,TOP,Sett,True,13,2,7,248,15,6,0,18098,47541,1915
JP1_562219273,420,CLASSIC,MATCHED_GAME,16.2,JarvisAsh,3445,100,JUNGLE,Viego,True,1,5,6,231,29,8,4,12670,7990,1915
JP1_562219273,420,CLASSIC,MATCHED_GAME,16.2,JISOO,0617,100,MIDDLE,Akshan,True,5,3,10,219,16,8,1,12503,16511,1915
JP1_562219273,420,CLASSIC,MATCHED_GAME,16.2,ぽてぃだ,6236,100,BOTTOM,Xayah,True,4,4,8,212,22,12,2,14051,18045,1915
JP1_562219273,420,CLASSIC,MATCHED_GAME,16.2,RN K3NCH1,SKZ,100,UTILITY,Janna,True,1,5,14,19,69,34,4,9056,3411,1915
JP1_562219273,420,CLASSIC,MATCHED_GAME,16.2,Maruo,5251,200,TOP,Yorick,False,2,6,1,199,28,11,1,10957,15872,1915
JP1_562219273,420,CLASSIC,MATCHED_GAME,16.2,FoxxQuix,3263,200,JUNGLE,Volibear,False,9,3,5,253,41,11,5,14764,23266,1915
JP1_562219273,420,CLASSIC,MATCHED_GAME,16.2,kiki,9609,200,MIDDLE,Galio,False,3,5,6,240,23,11,1,10980,14033,1915
JP1_562219273,420,CLASSIC,MATCHED_GAME,16.2,Milq,glhf,200,BOTTOM,Yunara,False,4,5,5,257,7,5,0,13128,22534,1915
JP1_562219273,420,CLASSIC,MATCHED_GAME,16.2,なりたけ,みそつけ,200,UTILITY,Braum,False,1,5,9,32,102,36,10,8041,7287,1915
JP1_562443461,400,CLASSIC,MATCHED_GAME,16.2,0tuus,suut0,100,TOP,Sett,True,6,4,1,162,18,8,0,9517,17765,1404
JP1_562443461,400,CLASSIC,MATCHED_GAME,16.2,imkqze,5819,100,JUNGLE,Aatrox,True,5,1,3,174,20,6,0,9681,9410,1404
JP1_562443461,400,CLASSIC,MATCHED_GAME,16.2,ike,8810,100,MIDDLE,Yone,True,9,2,7,151,12,8,0,10221,21755,1404
JP1_562443461,400,CLASSIC,MATCHED_GAME,16.2,xcjl,0304,100,BOTTOM,Jhin,True,8,0,4,125,11,5,2,9512,11419,1404
JP1_562443461,400,CLASSIC,MATCHED_GAME,16.2,圧倒的POWWWWWWER,u BAD,100,UTILITY,Lux,True,7,1,12,47,37,16,3,8630,21536,1404
JP1_562443461,400,CLASSIC,MATCHED_GAME,16.2,CHIKO かりんとう,チコライム,200,TOP,Olaf,False,3,7,2,133,24,10,2,7485,19438,1404
JP1_562443461,400,CLASSIC,MATCHED_GAME,16.2,あーと,yart,200,JUNGLE,Ekko,False,1,5,0,110,12,3,1,6461,5889,1404
JP1_562443461,400,CLASSIC,MATCHED_GAME,16.2,botiruna,6019,200,MIDDLE,Malzahar,False,2,9,0,178,4,3,0,8159,16347,1404
JP1_562443461,400,CLASSIC,MATCHED_GAME,16.2,lenchan,5429,200,BOTTOM,Smolder,False,1,6,2,117,6,4,1,7244,7133,1404
JP1_562443461,400,CLASSIC,MATCHED_GAME,16.2,RN K3NCH1,SKZ,200,UTILITY,Janna,False,1,8,2,33,52,23,3,5532,5680,1404
JP1_562444989,400,CLASSIC,MATCHED_GAME,16.2,CHIKO かりんとう,チコライム,100,TOP,Olaf,True,5,3,4,153,22,9,1,8737,24694,1506
JP1_562444989,400,CLASSIC,MATCHED_GAME,16.2,ラキストくん,6741,100,JUNGLE,Sejuani,True,4,0,7,123,33,9,2,8853,9220,1506
JP1_562444989,400,CLASSIC,MATCHED_GAME,16.2,命令すんなぶっ飛ばすぞ,しばくぞ,100,MIDDLE,Yone,True,11,2,8,219,18,8,2,11609,32876,1506
JP1_562444989,400,CLASSIC,MATCHED_GAME,16.2,itsSERENECHAN,JP1,100,BOTTOM,Twitch,True,16,0,0,201,35,14,7,15136,29815,1506
JP1_562444989,400,CLASSIC,MATCHED_GAME,16.2,piyoch,1515,100,UTILITY,Rakan,True,0,0,17,20,73,29,4,7267,4414,1506
JP1_562444989,400,CLASSIC,MATCHED_GAME,16.2,勝己大沼,7735,200,TOP,Garen,False,3,4,1,180,15,8,0,8473,16173,1506
JP1_562444989,400,CLASSIC,MATCHED_GAME,16.2,pampers,0222,200,JUNGLE,Naafiri,False,0,7,3,121,31,13,4,6784,10670,1506
JP1_562444989,400,CLASSIC,MATCHED_GAME,16.2,ike,8810,200,MIDDLE,Yasuo,False,0,9,1,130,13,7,1,6126,9602,1506
JP1_562444989,400,CLASSIC,MATCHED_GAME,16.2,lenchan,5429,200,BOTTOM,Smolder,False,0,8,2,95,10,7,0,5817,8853,1506
JP1_562444989,400,CLASSIC,MATCHED_GAME,16.2,RN K3NCH1,SKZ,200,UTILITY,Braum,False,2,8,0,32,42,18,5,6884,4817,1506
JP1_562450290,400,CLASSIC,MATCHED_GAME,16.2,ruui,6619,100,TOP,Gnar,False,0,9,2,92,0,0,0,5037,5935,1211
JP1_562450290,400,CLASSIC,MATCHED_GAME,16.2,走るカニ,食わないで,100,JUNGLE,Diana,False,1,6,2,108,24,6,5,5992,7456,1211
JP1_562450290,400,CLASSIC,MATCHED_GAME,16.2,khonsu,qamar,100,MIDDLE,Yasuo,False,2,7,0,86,4,3,1,6160,6618,1211
JP1_562450290,400,CLASSIC,MATCHED_GAME,16.2,lenchan,5429,100,BOTTOM,Smolder,False,1,2,0,105,5,5,0,5846,4371,1211
JP1_562450290,400,CLASSIC,MATCHED_GAME,16.2,RN K3NCH1,SKZ,100,UTILITY,Janna,False,1,7,3,31,34,16,2,4979,5924,1211
JP1_562450290,400,CLASSIC,MATCHED_GAME,16.2,dog,PIG,200,TOP,Irelia,True,8,0,7,151,13,7,1,9392,15087,1211
JP1_562450290,400,CLASSIC,MATCHED_GAME,16.2,Ten,miks,200,JUNGLE,Viego,True,2,1,5,165,5,1,0,8106,6477,1211
JP1_562450290,400,CLASSIC,MATCHED_GAME,16.2,いまり,自己中,200,MIDDLE,Yone,True,11,1,6,161,17,9,1,9327,18868,1211
JP1_562450290,400,CLASSIC,MATCHED_GAME,16.2,itsSERENECHAN,JP1,200,BOTTOM,MissFortune,True,8,0,6,159,25,11,2,10420,16351,1211
JP1_562450290,400,CLASSIC,MATCHED_GAME,16.2,ザンギャ君,ザンギャ君,200,UTILITY,Lux,True,2,3,10,15,8,4,0,5837,7492,1211
JP1_562452962,400,CLASSIC,MATCHED_GAME,16.2,怠惰な仁,12685,100,TOP,Quinn,True,1,5,8,82,28,10,3,6306,6650,1432
JP1_562452962,400,CLASSIC,MATCHED_GAME,16.2,yt1915,8351,100,JUNGLE,Volibear,True,0,2,14,137,18,7,1,7790,7522,1432
JP1_562452962,400,CLASSIC,MATCHED_GAME,16.2,AMN,0730,100,MIDDLE,Lux,True,8,1,5,147,12,7,0,8625,22673,1432
JP1_562452962,400,CLASSIC,MATCHED_GAME,16.2,yudo,mgmg,100,BOTTOM,MissFortune,True,13,1,5,152,10,5,1,11769,15331,1432
JP1_562452962,400,CLASSIC,MATCHED_GAME,16.2,Qoo178K,2730,100,UTILITY,Brand,True,5,3,12,25,59,18,8,8146,19040,1432
JP1_562452962,400,CLASSIC,MATCHED_GAME,16.2,なぎなたクラシック攻7,RNGMS,200,TOP,Mordekaiser,False,7,3,2,128,24,11,0,9522,13138,1432
JP1_562452962,400,CLASSIC,MATCHED_GAME,16.2,muraiosamu,JP1,200,JUNGLE,Graves,False,2,3,1,156,20,5,1,8816,7263,1432
JP1_562452962,400,CLASSIC,MATCHED_GAME,16.2,RN K3NCH1,SKZ,200,MIDDLE,Varus,False,0,9,2,115,22,13,0,6064,5464,1432
JP1_562452962,400,CLASSIC,MATCHED_GAME,16.2,lenchan,5429,200,BOTTOM,Smolder,False,1,4,3,125,12,8,0,7233,8241,1432
JP1_562452962,400,CLASSIC,MATCHED_GAME,16.2,sskkrr,NWA,200,UTILITY,Nautilus,False,2,8,2,38,62,27,9,6400,5581,1432
JP1_562593921,420,CLASSIC,MATCHED_GAME,16.2,alanchorus,alan,100,TOP,Chogath,False,2,6,3,134,16,6,0,9214,10193,1717
JP1_562593921,420,CLASSIC,MATCHED_GAME,16.2,adm1020,1561,100,JUNGLE,Briar,False,14,7,8,185,36,12,1,15546,30231,1717
JP1_562593921,420,CLASSIC,MATCHED_GAME,16.2,7844444444,12384,100,MIDDLE,Yasuo,False,8,8,5,207,14,9,0,13306,27742,1717
JP1_562593921,420,CLASSIC,MATCHED_GAME,16.2,言葉足らず一歌,574,100,BOTTOM,Smolder,False,2,6,13,186,20,8,1,11180,20669,1717
JP1_562593921,420,CLASSIC,MATCHED_GAME,16.2,画狂老人,6232,100,UTILITY,Thresh,False,5,6,8,31,69,22,7,8330,8812,1717
JP1_562593921,420,CLASSIC,MATCHED_GAME,16.2,DhYizmCHIvjFHBdI,JP1,200,TOP,Sett,True,15,5,5,202,20,7,0,15481,41457,1717
JP1_562593921,420,CLASSIC,MATCHED_GAME,16.2,フリテンダブルリーチ,3900,200,JUNGLE,Volibear,True,5,8,12,146,27,3,7,11496,16332,1717
JP1_562593921,420,CLASSIC,MATCHED_GAME,16.2,GOATNALDO,OW2,200,MIDDLE,Zed,True,5,6,6,141,18,10,1,9475,14286,1717
JP1_562593921,420,CLASSIC,MATCHED_GAME,16.2,marlinn,1203,200,BOTTOM,Aphelios,True,5,5,13,176,17,10,1,13542,24926,1717
JP1_562593921,420,CLASSIC,MATCHED_GAME,16.2,RN K3NCH1,SKZ,200,UTILITY,Morgana,True,3,7,17,39,57,29,1,9531,18218,1717
JP1_562777146,420,CLASSIC,MATCHED_GAME,16.2,冷静沈着即死,真島茂樹,100,TOP,Kayle,False,2,9,2,213,32,11,5,9938,19922,1913
JP1_562777146,420,CLASSIC,MATCHED_GAME,16.2,BIASTER,4628,100,JUNGLE,Talon,False,9,4,2,253,36,13,3,17598,24420,1913
JP1_562777146,420,CLASSIC,MATCHED_GAME,16.2,CanyonCarryme,JP1,100,MIDDLE,Sylas,False,3,6,5,113,16,7,1,8190,14206,1913
JP1_562777146,420,CLASSIC,MATCHED_GAME,16.2,チェストォオオッ,薩摩寮,100,BOTTOM,Ziggs,False,2,8,4,201,22,8,3,10064,16434,1913
JP1_562777146,420,CLASSIC,MATCHED_GAME,16.2,Camyツ,ENTJ,100,UTILITY,Karma,False,2,5,5,40,93,36,9,7610,7402,1913
JP1_562777146,420,CLASSIC,MATCHED_GAME,16.2,Mavis9029,9029,200,TOP,Darius,True,9,3,3,242,48,18,6,14032,18940,1913
JP1_562777146,420,CLASSIC,MATCHED_GAME,16.2,adm1020,1561,200,JUNGLE,Briar,True,9,4,10,192,42,13,1,14729,29958,1913
JP1_562777146,420,CLASSIC,MATCHED_GAME,16.2,ganipro,7856,200,MIDDLE,Ahri,True,5,1,4,210,42,15,6,12067,22784,1913
JP1_562777146,420,CLASSIC,MATCHED_GAME,16.2,Lv3 コイキング,はねる,200,BOTTOM,Yunara,True,9,4,3,270,33,9,6,16156,27508,1913
JP1_562777146,420,CLASSIC,MATCHED_GAME,16.2,RN K3NCH1,SKZ,200,UTILITY,Janna,True,0,6,6,39,76,29,9,7851,2329,1913
JP1_563434325,400,CLASSIC,MATCHED_GAME,16.3,RN K3NCH1,SKZ,100,TOP,Malphite,True,2,7,9,129,36,17,2,9868,26538,2071
JP1_563434325,400,CLASSIC,MATCHED_GAME,16.3,taroyan,4884,100,JUNGLE,XinZhao,True,6,3,8,178,36,3,4,12510,16330,2071
JP1_563434325,400,CLASSIC,MATCHED_GAME,16.3,lenchan,5429,100,MIDDLE,Morgana,True,2,4,6,179,20,12,1,9972,13562,2071
JP1_563434325,400,CLASSIC,MATCHED_GAME,16.3,ちょく,4884,100,BOTTOM,Jhin,True,17,2,12,246,13,9,1,19600,58927,2071
JP1_563434325,400,CLASSIC,MATCHED_GAME,16.3,デブは経済の潤滑油,fat,100,UTILITY,Seraphine,True,6,5,14,43,67,25,3,11397,13077,2071
JP1_563434325,400,CLASSIC,MATCHED_GAME,16.3,beLphegor,BMOT,200,TOP,Tryndamere,False,8,8,3,189,32,12,3,13771,28843,2071
JP1_563434325,400,CLASSIC,MATCHED_GAME,16.3,runaaaaaaaaaaaaa,7777,200,JUNGLE,Gwen,False,4,9,3,183,23,1,5,10961,12806,2071
JP1_563434325,400,CLASSIC,MATCHED_GAME,16.3,EXーJus,0303,200,MIDDLE,Veigar,False,6,2,6,215,28,9,2,12722,51471,2071
JP1_563434325,400,CLASSIC,MATCHED_GAME,16.3,nanna7,1111,200,BOTTOM,Corki,False,2,8,6,185,12,4,2,12541,18059,2071
JP1_563434325,400,CLASSIC,MATCHED_GAME,16.3,iluhyon,2874,200,UTILITY,Nami,False,1,8,7,14,36,17,1,7969,5776,2071
JP1_563443540,400,CLASSIC,MATCHED_GAME,16.3,ちょく,4884,100,TOP,Jax,True,14,4,0,349,51,14,5,21021,59562,2598
JP1_563443540,400,CLASSIC,MATCHED_GAME,16.3,taroyan,4884,100,JUNGLE,XinZhao,True,8,1,7,274,44,5,11,17101,23521,2598
JP1_563443540,400,CLASSIC,MATCHED_GAME,16.3,lenchan,5429,100,MIDDLE,Morgana,True,0,1,6,256,34,14,0,12351,24336,2598
JP1_563443540,400,CLASSIC,MATCHED_GAME,16.3,デブは経済の潤滑油,fat,100,BOTTOM,Tristana,True,8,7,4,340,25,14,0,20208,35654,2598
JP1_563443540,400,CLASSIC,MATCHED_GAME,16.3,RN K3NCH1,SKZ,100,UTILITY,Janna,True,1,7,13,45,107,43,7,11843,7214,2598
JP1_563443540,400,CLASSIC,MATCHED_GAME,16.3,Mountain Deeeeew,JP1,200,TOP,Sion,False,1,4,7,327,29,12,1,14931,24806,2598
JP1_563443540,400,CLASSIC,MATCHED_GAME,16.3,Edensio,1108v,200,JUNGLE,Shaco,False,8,8,9,181,41,12,2,14771,42375,2598
JP1_563443540,400,CLASSIC,MATCHED_GAME,16.3,imber,1388,200,MIDDLE,Yasuo,False,0,7,3,271,28,11,1,13734,25322,2598
JP1_563443540,400,CLASSIC,MATCHED_GAME,16.3,meI4,4444,200,BOTTOM,MissFortune,False,10,4,2,249,37,14,8,18678,17999,2598
JP1_563443540,400,CLASSIC,MATCHED_GAME,16.3,Dozzze off,1229,200,UTILITY,Rell,False,1,8,15,33,64,29,2,10912,12031,2598
JP1_563454259,400,CLASSIC,MATCHED_GAME,16.3,lenchan,5429,100,TOP,Mordekaiser,False,1,14,3,164,21,9,0,10571,14002,2600
JP1_563454259,400,CLASSIC,MATCHED_GAME,16.3,taroyan,4884,100,JUNGLE,XinZhao,False,9,7,9,183,27,5,2,15048,21952,2600
JP1_563454259,400,CLASSIC,MATCHED_GAME,16.3,デブは経済の潤滑油,fat,100,MIDDLE,Hwei,False,6,11,9,206,5,3,1,13210,19799,2600
JP1_563454259,400,CLASSIC,MATCHED_GAME,16.3,RN K3NCH1,SKZ,100,BOTTOM,Ashe,False,14,10,12,234,36,18,2,19011,29575,2600
JP1_563454259,400,CLASSIC,MATCHED_GAME,16.3,ちょく,4884,100,UTILITY,Zyra,False,11,4,21,132,95,33,5,16935,63890,2600
JP1_563454259,400,CLASSIC,MATCHED_GAME,16.3,水戸洋平,IWTC,200,TOP,Gwen,True,16,5,4,338,54,20,3,21241,50197,2600
JP1_563454259,400,CLASSIC,MATCHED_GAME,16.3,tyaby,5066,200,JUNGLE,Vi,True,10,11,7,194,40,12,5,16169,26449,2600
JP1_563454259,400,CLASSIC,MATCHED_GAME,16.3,fox0factor,9535,200,MIDDLE,Lux,True,13,7,9,246,28,10,4,18844,56553,2600
JP1_563454259,400,CLASSIC,MATCHED_GAME,16.3,乙女座センチメンタリズム,GOO,200,BOTTOM,Samira,True,6,6,6,228,32,17,3,17201,14828,2600
JP1_563454259,400,CLASSIC,MATCHED_GAME,16.3,SnowflakeIcicle,2332,200,UTILITY,Blitzcrank,True,1,12,9,26,20,5,2,10210,3733,2600
JP1_563722481,400,CLASSIC,MATCHED_GAME,16.3,ちょく,4884,100,TOP,TahmKench,True,8,3,7,265,29,8,4,16573,47988,2526
JP1_563722481,400,CLASSIC,MATCHED_GAME,16.3,taroyan,4884,100,JUNGLE,XinZhao,True,3,1,11,258,48,6,11,15419,16630,2526
JP1_563722481,400,CLASSIC,MATCHED_GAME,16.3,RN K3NCH1,SKZ,100,MIDDLE,Galio,True,3,3,8,182,34,19,1,11673,13722,2526
JP1_563722481,400,CLASSIC,MATCHED_GAME,16.3,デブは経済の潤滑油,fat,100,BOTTOM,Tristana,True,9,6,5,287,14,6,1,20007,30157,2526
JP1_563722481,400,CLASSIC,MATCHED_GAME,16.3,しればいいのに,おおおお,100,UTILITY,MissFortune,True,9,0,16,115,158,54,13,15824,78666,2526
JP1_563722481,400,CLASSIC,MATCHED_GAME,16.3,じゃんくぼっくす,2836,200,TOP,Aatrox,False,5,6,3,185,57,19,1,13426,45816,2526
JP1_563722481,400,CLASSIC,MATCHED_GAME,16.3,amalf,7678,200,JUNGLE,Vi,False,3,4,7,250,50,15,3,14207,26590,2526
JP1_563722481,400,CLASSIC,MATCHED_GAME,16.3,イロハノとます,1842,200,MIDDLE,Brand,False,2,4,4,347,28,11,2,15131,34110,2526
JP1_563722481,400,CLASSIC,MATCHED_GAME,16.3,イザヨイウサギ,TNKS,200,BOTTOM,Aphelios,False,2,10,1,266,38,15,2,15063,18407,2526
JP1_563722481,400,CLASSIC,MATCHED_GAME,16.3,noadeath,1258,200,UTILITY,Braum,False,1,8,7,23,90,39,4,9641,7521,2526
JP1_563942520,400,CLASSIC,MATCHED_GAME,16.3,lenchan,5429,100,TOP,Mordekaiser,True,0,0,0,9,1,1,0,941,287,208
JP1_563942520,400,CLASSIC,MATCHED_GAME,16.3,taroyan,4884,100,JUNGLE,XinZhao,True,0,0,0,24,0,0,0,1340,0,208
JP1_563942520,400,CLASSIC,MATCHED_GAME,16.3,RN K3NCH1,SKZ,100,MIDDLE,Ahri,True,0,0,0,11,1,2,0,963,986,208
JP1_563942520,400,CLASSIC,MATCHED_GAME,16.3,NYOMARE,0810,100,BOTTOM,MissFortune,True,0,0,0,12,1,1,0,1043,102,208
JP1_563942520,400,CLASSIC,MATCHED_GAME,16.3,なんとかしろテンニンカ,JP01,100,UTILITY,Leona,True,1,0,0,4,1,1,0,1338,634,208
JP1_563942520,400,CLASSIC,MATCHED_GAME,16.3,isitty,JP1,200,TOP,Zaahen,False,0,0,0,11,0,0,0,1017,692,208
JP1_563942520,400,CLASSIC,MATCHED_GAME,16.3,孫GONG,yeah,200,,Warwick,False,0,0,0,0,0,0,0,791,0,208
JP1_563942520,400,CLASSIC,MATCHED_GAME,16.3,akm Hearthstone,4720,200,MIDDLE,Vex,False,0,0,0,19,1,0,1,1162,861,208
JP1_563942520,400,CLASSIC,MATCHED_GAME,16.3,nqvil,5379,200,BOTTOM,Jhin,False,0,0,0,12,1,1,0,1043,799,208
JP1_563942520,400,CLASSIC,MATCHED_GAME,16.3,SunSunMoonSunSun,JP1,200,UTILITY,Neeko,False,0,1,0,4,0,0,0,959,617,208
JP1_563945518,400,CLASSIC,MATCHED_GAME,16.3,やじ日本史選択,7737,100,TOP,Renekton,True,4,4,6,156,16,7,0,10788,18628,1858
JP1_563945518,400,CLASSIC,MATCHED_GAME,16.3,niwa,7728,100,JUNGLE,Nocturne,True,4,7,9,118,24,9,3,9802,7649,1858
JP1_563945518,400,CLASSIC,MATCHED_GAME,16.3,皇帝ペンギン3号,熱血界隈,100,MIDDLE,Ryze,True,10,5,11,156,9,5,1,12449,36685,1858
JP1_563945518,400,CLASSIC,MATCHED_GAME,16.3,tamakong,0000,100,BOTTOM,Varus,True,4,3,10,115,15,7,0,11283,16010,1858
JP1_563945518,400,CLASSIC,MATCHED_GAME,16.3,うじぴ,3510,100,UTILITY,Lux,True,11,2,15,58,52,23,3,13163,38306,1858
JP1_563945518,400,CLASSIC,MATCHED_GAME,16.3,lenchan,5429,200,TOP,Mordekaiser,False,2,7,4,134,15,6,0,8176,12751,1858
JP1_563945518,400,CLASSIC,MATCHED_GAME,16.3,taroyan,4884,200,JUNGLE,XinZhao,False,12,5,4,136,32,2,3,13054,24294,1858
JP1_563945518,400,CLASSIC,MATCHED_GAME,16.3,RN K3NCH1,SKZ,200,MIDDLE,Ahri,False,4,11,12,120,34,13,2,9794,24740,1858
JP1_563945518,400,CLASSIC,MATCHED_GAME,16.3,NYOMARE,0810,200,BOTTOM,Jhin,False,2,6,1,142,7,3,1,8988,4970,1858
JP1_563945518,400,CLASSIC,MATCHED_GAME,16.3,kou173,2025,200,UTILITY,Nami,False,1,4,13,20,14,7,0,7502,7625,1858
JP1_564121348,420,CLASSIC,MATCHED_GAME,16.3,リア充爆発しろ,Xmas,100,TOP,KSante,False,2,5,5,125,15,6,0,7743,21198,1679
JP1_564121348,420,CLASSIC,MATCHED_GAME,16.3,mikachuu,mika,100,JUNGLE,Viego,False,5,11,6,171,29,3,4,10414,14518,1679
JP1_564121348,420,CLASSIC,MATCHED_GAME,16.3,denkaman,6551,100,MIDDLE,Ahri,False,7,6,3,177,36,8,3,10151,28937,1679
