match_id,date,queue_id,game_mode,game_type,patch,role,champion,win,kills,deaths,assists,team_kills,team_deaths,team_assists,cs,cs_per_min,vision_score,vision_score_per_min,wards_placed,wards_killed,control_wards_bought,gold_earned,total_damage_to_champions,game_duration_seconds,game_duration_min,combat_events,all_fights,my_fights,fight_wins,fight_evens,fight_losses,survived_fights,died_fights,solo_fights,small_fights,skirmishes,teamfights,early_fights,mid_fights,late_fights,objective_before_gain,objective_before_loss,objective_during_gain,objective_during_loss,objective_after_gain,objective_after_loss
JP1_572504153,2026-03-24 00:56:18,400,CLASSIC,MATCHED_GAME,16.6.756.931,UTILITY,Nami,False,1,11,16,39,48,50,53,0.94,130,2.29,60,6,4,13895,15338,3401,56.68,28,45,16,5,2,9,5,11,1,5,4,6,1,4,11,2,2,0,2,1,3
JP1_572497339,2026-03-24 00:29:29,400,CLASSIC,MATCHED_GAME,16.6.756.931,UTILITY,Nami,True,4,3,3,21,8,20,26,1.17,51,2.29,21,3,5,5998,5434,1338,22.3,10,21,7,4,0,3,4,3,0,4,2,1,2,5,0,0,0,0,0,1,0
JP1_572305502,2026-03-22 23:51:11,400,CLASSIC,MATCHED_GAME,16.6.756.931,UTILITY,Renata,False,1,7,2,12,32,11,39,1.36,68,2.37,24,7,6,6992,5214,1719,28.65,10,21,6,0,0,6,0,6,0,1,3,2,1,4,1,1,1,0,2,0,3
JP1_572099879,2026-03-22 01:04:36,400,CLASSIC,MATCHED_GAME,16.6.756.931,UTILITY,Renata,True,2,4,15,34,14,36,33,1.36,39,1.61,18,3,5,7294,4520,1453,24.22,21,25,9,8,1,0,5,4,0,3,5,1,4,5,0,0,2,1,0,3,0
JP1_571908469,2026-03-21 02:55:49,400,CLASSIC,MATCHED_GAME,16.6.755.2788,UTILITY,Nami,True,0,1,11,28,9,31,44,1.41,67,2.15,25,5,5,8026,8872,1869,31.15,12,24,6,4,1,1,5,1,0,0,6,0,1,2,3,0,1,1,1,3,0
JP1_571276922,2026-03-18 00:07:07,400,CLASSIC,MATCHED_GAME,16.5.752.7101,UTILITY,Nami,False,3,6,16,40,35,53,35,0.69,107,2.12,47,3,6,13519,19677,3022,50.37,25,35,13,6,2,5,7,6,0,2,5,6,1,2,10,3,2,0,0,3,3
JP1_571266562,2026-03-17 23:24:05,400,CLASSIC,MATCHED_GAME,16.5.752.7101,MIDDLE,Ahri,True,2,4,4,20,14,36,157,5.52,27,0.95,12,2,6,8195,8803,1705,28.42,10,22,7,3,0,4,3,4,2,2,1,2,0,5,2,1,1,0,0,1,0
JP1_571124937,2026-03-17 02:00:50,400,CLASSIC,MATCHED_GAME,16.5.752.7101,UTILITY,Braum,False,1,7,3,29,25,10,20,0.61,79,2.42,34,3,5,7437,4624,1959,32.65,11,36,10,3,0,7,3,7,0,6,2,2,4,3,3,3,0,1,0,1,0
JP1_571123224,2026-03-17 01:33:08,400,CLASSIC,MATCHED_GAME,16.5.752.7101,UTILITY,Nami,True,1,1,6,13,9,14,28,1.3,37,1.71,16,1,3,6107,6974,1296,21.6,8,17,8,6,0,2,7,1,1,4,3,0,2,6,0,0,0,0,1,3,1
JP1_571095396,2026-03-16 23:28:09,400,CLASSIC,MATCHED_GAME,16.5.752.7101,UTILITY,Seraphine,False,4,1,0,4,16,6,39,2.15,27,1.49,10,1,3,5272,5264,1090,18.17,5,17,5,3,1,1,4,1,1,3,1,0,3,2,0,0,1,0,0,0,1
JP1_570949791,2026-03-16 01:32:22,400,CLASSIC,MATCHED_GAME,16.5.752.7101,MIDDLE,Xerath,False,4,8,8,34,32,59,157,4.78,43,1.31,14,2,2,9551,23133,1970,32.83,20,27,12,5,2,5,4,8,3,2,2,5,3,5,4,0,1,1,2,0,4
JP1_570516971,2026-03-14 01:43:49,400,CLASSIC,MATCHED_GAME,16.5.752.7101,UTILITY,Nami,True,0,11,23,34,63,46,41,0.96,85,1.99,32,9,5,12876,15624,2560,42.67,34,52,20,7,2,11,9,11,0,11,4,5,3,6,11,1,1,0,2,1,5
JP1_570511965,2026-03-14 01:19:35,400,CLASSIC,MATCHED_GAME,16.5.752.7101,MIDDLE,Xerath,False,2,3,0,10,15,11,102,5.34,25,1.31,10,0,6,5340,7762,1147,19.12,5,15,4,1,0,3,1,3,0,2,1,1,2,2,0,1,1,1,0,1,1
JP1_570319449,2026-03-12 23:45:27,400,CLASSIC,MATCHED_GAME,16.5.752.7101,UTILITY,Leona,False,1,10,7,19,39,24,40,1.21,83,2.51,38,4,6,8479,9056,1988,33.13,18,32,12,2,1,9,2,10,0,7,1,4,4,6,2,0,0,0,1,0,4
JP1_570307638,2026-03-12 23:02:09,400,CLASSIC,MATCHED_GAME,16.5.752.7101,UTILITY,Nami,False,2,4,6,12,27,14,36,1.23,46,1.57,24,2,3,7981,7633,1762,29.37,12,29,10,5,1,4,6,4,1,5,3,1,4,4,2,0,1,1,0,3,2
JP1_570301929,2026-03-12 22:42:59,400,CLASSIC,MATCHED_GAME,16.5.752.7101,UTILITY,Nami,False,1,3,2,6,15,5,25,1.63,18,1.18,9,2,5,3786,3648,918,15.3,6,16,5,2,1,2,2,3,0,5,0,0,4,1,0,0,1,0,0,0,1
JP1_570170572,2026-03-12 01:39:10,400,CLASSIC,MATCHED_GAME,16.5.751.9084,UTILITY,Seraphine,False,0,6,4,7,23,16,45,1.31,57,1.66,28,1,7,7944,7462,2064,34.4,10,18,8,2,0,6,2,6,0,3,3,2,1,4,3,0,1,1,0,2,1
JP1_570161289,2026-03-12 00:43:21,400,CLASSIC,MATCHED_GAME,16.5.751.9084,MIDDLE,Galio,True,2,4,7,29,29,40,249,5.49,62,1.37,29,4,10,13177,14762,2721,45.35,13,26,9,4,1,4,5,4,1,2,1,5,2,2,5,1,1,2,0,3,1
JP1_570153213,2026-03-12 00:04:25,400,CLASSIC,MATCHED_GAME,16.5.751.9084,MIDDLE,Ahri,False,1,9,1,18,24,19,181,5.8,44,1.41,15,2,5,8718,8376,1874,31.23,11,28,11,0,3,8,2,9,5,2,3,1,3,5,3,0,4,0,0,0,1
JP1_570132990,2026-03-11 22:54:02,400,CLASSIC,MATCHED_GAME,16.5.751.9084,UTILITY,Janna,True,2,5,22,33,24,59,37,1.15,73,2.27,29,8,6,9499,6007,1927,32.12,29,21,12,9,1,2,7,5,0,4,4,4,4,5,3,2,1,0,1,3,2
JP1_569422334,2026-03-08 02:01:53,400,CLASSIC,MATCHED_GAME,16.5.751.1533,MIDDLE,Xerath,True,9,4,14,37,25,61,177,4.81,51,1.39,18,2,5,13394,34674,2206,36.77,27,31,17,12,2,3,13,4,3,6,1,7,5,4,8,2,1,0,0,3,0
JP1_568318493,2026-03-02 02:18:59,400,CLASSIC,MATCHED_GAME,16.4.748.682,UTILITY,Zyra,False,0,3,0,3,18,2,28,1.78,23,1.46,12,1,2,3649,3713,945,15.75,3,13,3,0,0,3,0,3,0,1,2,0,2,1,0,0,0,0,0,0,2
