match_id,date,queue_id,game_mode,game_type,patch,role,champion,win,kills,deaths,assists,team_kills,team_deaths,team_assists,cs,cs_per_min,vision_score,vision_score_per_min,wards_placed,wards_killed,control_wards_bought,gold_earned,total_damage_to_champions,game_duration_seconds,game_duration_min,combat_events,all_fights,my_fights,fight_wins,fight_evens,fight_losses,survived_fights,died_fights,solo_fights,small_fights,skirmishes,teamfights,early_fights,mid_fights,late_fights,objective_before_gain,objective_before_loss,objective_during_gain,objective_during_loss,objective_after_gain,objective_after_loss
JP1_596223359,2026-08-06 23:23:16,400,CLASSIC,MATCHED_GAME,16.15.802.4387,UTILITY,Morgana,True,2,8,13,35,27,61,53,1.46,106,2.91,47,9,14,10468,18257,2184,36.4,23,22,12,7,0,5,4,8,1,4,3,4,5,4,3,4,0,2,1,1,0
JP1_596212015,2026-08-06 22:29:00,400,CLASSIC,MATCHED_GAME,16.15.802.4387,UTILITY,Pantheon,False,2,15,11,27,54,56,85,1.72,131,2.65,48,12,10,13990,17599,2963,49.38,28,36,18,5,2,11,3,15,2,3,5,8,5,5,8,4,0,1,0,4,5
JP1_596096320,2026-08-05 23:53:01,400,CLASSIC,MATCHED_GAME,16.15.802.4387,UTILITY,Seraphine,False,0,3,3,8,19,7,41,2.0,49,2.39,19,4,4,5147,9559,1229,20.48,6,18,4,1,1,2,1,3,0,3,0,1,1,3,0,0,1,0,0,0,0
JP1_596086841,2026-08-05 23:15:09,400,CLASSIC,MATCHED_GAME,16.15.802.4387,MIDDLE,Lissandra,False,8,11,5,23,43,29,142,4.37,54,1.66,21,8,6,12694,23973,1950,32.5,24,28,15,3,1,11,5,10,0,2,7,6,4,6,5,2,4,1,2,0,2
JP1_595715648,2026-08-03 02:00:01,420,CLASSIC,MATCHED_GAME,16.15.801.3452,UTILITY,Seraphine,False,1,5,7,17,28,28,67,1.88,103,2.89,43,9,12,9005,9181,2135,35.58,13,20,9,3,2,4,4,5,0,1,5,3,2,3,4,0,1,0,0,1,3
JP1_595704070,2026-08-03 00:22:22,420,CLASSIC,MATCHED_GAME,16.15.801.3452,UTILITY,Seraphine,False,2,7,6,24,39,30,37,1.23,63,2.09,28,2,8,7875,8732,1805,30.08,15,34,10,2,1,7,3,7,0,5,3,2,3,5,2,0,1,0,1,0,3
JP1_595694813,2026-08-02 23:45:22,420,CLASSIC,MATCHED_GAME,16.15.801.3452,UTILITY,Seraphine,False,2,12,14,23,44,41,44,1.35,77,2.37,41,7,15,9579,13341,1949,32.48,28,33,18,7,0,11,6,12,1,4,8,5,3,9,6,0,5,0,1,1,2
JP1_595638404,2026-08-02 18:45:07,420,CLASSIC,MATCHED_GAME,16.15.801.3452,UTILITY,Seraphine,False,1,7,13,27,50,46,85,1.82,134,2.87,70,9,16,12497,10483,2804,46.73,21,45,13,6,2,5,6,7,1,1,3,8,0,4,9,0,3,0,2,1,2
JP1_595635152,2026-08-02 18:20:05,400,CLASSIC,MATCHED_GAME,16.15.801.3452,UTILITY,Nami,True,2,4,4,18,12,13,13,0.85,33,2.15,14,1,7,4551,3180,921,15.35,10,17,5,2,0,3,1,4,1,1,3,0,4,1,0,0,0,1,0,1,0
JP1_595629512,2026-08-02 17:49:32,400,CLASSIC,MATCHED_GAME,16.15.801.3452,UTILITY,Seraphine,False,2,4,2,9,24,12,39,1.52,57,2.23,28,5,9,6752,8217,1536,25.6,8,21,6,0,3,3,2,4,0,2,3,1,2,4,0,0,0,0,0,0,0
JP1_595551229,2026-08-02 03:33:03,420,CLASSIC,MATCHED_GAME,16.15.801.3452,UTILITY,Seraphine,True,1,1,9,21,8,21,23,0.98,60,2.54,27,4,9,7115,6335,1415,23.58,11,19,7,5,1,1,6,1,0,2,4,1,3,4,0,2,0,1,0,4,0
JP1_595544302,2026-08-02 02:39:30,420,CLASSIC,MATCHED_GAME,16.15.801.3452,UTILITY,Seraphine,False,2,8,21,39,42,56,50,1.11,120,2.66,52,9,9,12898,17029,2705,45.08,31,35,17,10,1,6,9,8,0,4,9,4,3,5,9,2,3,1,2,2,2
JP1_595371655,2026-08-01 04:00:11,400,CLASSIC,MATCHED_GAME,16.15.801.3452,UTILITY,Morgana,False,1,14,8,23,45,17,46,1.45,80,2.52,31,5,9,9327,13584,1901,31.68,23,37,15,1,5,9,1,14,1,8,4,2,6,5,4,0,2,0,1,0,4
JP1_595367973,2026-08-01 03:30:26,400,CLASSIC,MATCHED_GAME,16.15.801.3452,UTILITY,Seraphine,False,1,8,3,17,31,15,22,1.0,60,2.73,22,5,6,5434,8609,1320,22.0,12,21,9,0,1,8,1,8,0,4,3,2,5,4,0,0,1,1,0,0,4
JP1_595366210,2026-08-01 02:52:16,400,CLASSIC,MATCHED_GAME,16.15.801.3452,UTILITY,Seraphine,True,1,8,14,26,25,52,33,0.97,102,3.01,44,8,10,9043,10636,2033,33.88,23,28,14,6,1,7,6,8,0,8,1,5,5,4,5,0,0,0,1,3,0
JP1_595357291,2026-08-01 01:50:20,400,CLASSIC,MATCHED_GAME,16.15.801.3452,UTILITY,Seraphine,True,3,6,21,42,22,64,64,1.43,116,2.6,55,4,10,13211,20063,2680,44.67,30,38,20,14,0,6,14,6,0,13,3,4,3,7,10,4,0,2,0,4,2
JP1_595351261,2026-08-01 01:16:45,400,CLASSIC,MATCHED_GAME,16.15.801.3452,UTILITY,Seraphine,True,1,2,22,36,17,57,32,1.17,57,2.09,28,0,7,8726,15595,1636,27.27,25,32,14,13,1,0,12,2,0,6,5,3,5,8,1,3,2,2,0,5,0
